"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","CPI","TOT","AGRWTH","Q","1950-Q1",7.692307,
"AUS","CPI","TOT","AGRWTH","Q","1950-Q2",7.5,
"AUS","CPI","TOT","AGRWTH","Q","1950-Q3",7.317073,
"AUS","CPI","TOT","AGRWTH","Q","1950-Q4",12.19512,
"AUS","CPI","TOT","AGRWTH","Q","1951-Q1",14.28571,
"AUS","CPI","TOT","AGRWTH","Q","1951-Q2",18.60465,
"AUS","CPI","TOT","AGRWTH","Q","1951-Q3",20.45455,
"AUS","CPI","TOT","AGRWTH","Q","1951-Q4",23.91304,
"AUS","CPI","TOT","AGRWTH","Q","1952-Q1",22.91667,
"AUS","CPI","TOT","AGRWTH","Q","1952-Q2",19.60784,
"AUS","CPI","TOT","AGRWTH","Q","1952-Q3",16.98113,
"AUS","CPI","TOT","AGRWTH","Q","1952-Q4",10.52632,
"AUS","CPI","TOT","AGRWTH","Q","1953-Q1",6.779661,
"AUS","CPI","TOT","AGRWTH","Q","1953-Q2",4.918033,
"AUS","CPI","TOT","AGRWTH","Q","1953-Q3",4.83871,
"AUS","CPI","TOT","AGRWTH","Q","1953-Q4",1.587302,
"AUS","CPI","TOT","AGRWTH","Q","1954-Q1",3.174603,
"AUS","CPI","TOT","AGRWTH","Q","1954-Q2",1.5625,
"AUS","CPI","TOT","AGRWTH","Q","1954-Q3",0,
"AUS","CPI","TOT","AGRWTH","Q","1954-Q4",1.5625,
"AUS","CPI","TOT","AGRWTH","Q","1955-Q1",0,
"AUS","CPI","TOT","AGRWTH","Q","1955-Q2",1.538462,
"AUS","CPI","TOT","AGRWTH","Q","1955-Q3",1.538462,
"AUS","CPI","TOT","AGRWTH","Q","1955-Q4",3.076923,
"AUS","CPI","TOT","AGRWTH","Q","1956-Q1",3.076923,
"AUS","CPI","TOT","AGRWTH","Q","1956-Q2",6.060606,
"AUS","CPI","TOT","AGRWTH","Q","1956-Q3",7.575758,
"AUS","CPI","TOT","AGRWTH","Q","1956-Q4",5.970149,
"AUS","CPI","TOT","AGRWTH","Q","1957-Q1",5.970149,
"AUS","CPI","TOT","AGRWTH","Q","1957-Q2",2.857143,
"AUS","CPI","TOT","AGRWTH","Q","1957-Q3",1.408451,
"AUS","CPI","TOT","AGRWTH","Q","1957-Q4",1.408451,
"AUS","CPI","TOT","AGRWTH","Q","1958-Q1",1.408451,
"AUS","CPI","TOT","AGRWTH","Q","1958-Q2",0,
"AUS","CPI","TOT","AGRWTH","Q","1958-Q3",0,
"AUS","CPI","TOT","AGRWTH","Q","1958-Q4",1.388889,
"AUS","CPI","TOT","AGRWTH","Q","1959-Q1",1.388889,
"AUS","CPI","TOT","AGRWTH","Q","1959-Q2",1.388889,
"AUS","CPI","TOT","AGRWTH","Q","1959-Q3",2.777778,
"AUS","CPI","TOT","AGRWTH","Q","1959-Q4",2.739726,
"AUS","CPI","TOT","AGRWTH","Q","1960-Q1",2.739726,
"AUS","CPI","TOT","AGRWTH","Q","1960-Q2",4.109589,
"AUS","CPI","TOT","AGRWTH","Q","1960-Q3",4.054054,
"AUS","CPI","TOT","AGRWTH","Q","1960-Q4",4,
"AUS","CPI","TOT","AGRWTH","Q","1961-Q1",4,
"AUS","CPI","TOT","AGRWTH","Q","1961-Q2",3.947368,
"AUS","CPI","TOT","AGRWTH","Q","1961-Q3",1.298701,
"AUS","CPI","TOT","AGRWTH","Q","1961-Q4",0,
"AUS","CPI","TOT","AGRWTH","Q","1962-Q1",0,
"AUS","CPI","TOT","AGRWTH","Q","1962-Q2",-1.265823,
"AUS","CPI","TOT","AGRWTH","Q","1962-Q3",0,
"AUS","CPI","TOT","AGRWTH","Q","1962-Q4",0,
"AUS","CPI","TOT","AGRWTH","Q","1963-Q1",0,
"AUS","CPI","TOT","AGRWTH","Q","1963-Q2",0,
"AUS","CPI","TOT","AGRWTH","Q","1963-Q3",1.282051,
"AUS","CPI","TOT","AGRWTH","Q","1963-Q4",1.282051,
"AUS","CPI","TOT","AGRWTH","Q","1964-Q1",2.564103,
"AUS","CPI","TOT","AGRWTH","Q","1964-Q2",2.564103,
"AUS","CPI","TOT","AGRWTH","Q","1964-Q3",2.531646,
"AUS","CPI","TOT","AGRWTH","Q","1964-Q4",3.797468,
"AUS","CPI","TOT","AGRWTH","Q","1965-Q1",2.5,
"AUS","CPI","TOT","AGRWTH","Q","1965-Q2",3.75,
"AUS","CPI","TOT","AGRWTH","Q","1965-Q3",3.703704,
"AUS","CPI","TOT","AGRWTH","Q","1965-Q4",3.658537,
"AUS","CPI","TOT","AGRWTH","Q","1966-Q1",4.878049,
"AUS","CPI","TOT","AGRWTH","Q","1966-Q2",3.614458,
"AUS","CPI","TOT","AGRWTH","Q","1966-Q3",2.380952,
"AUS","CPI","TOT","AGRWTH","Q","1966-Q4",2.352941,
"AUS","CPI","TOT","AGRWTH","Q","1967-Q1",2.325581,
"AUS","CPI","TOT","AGRWTH","Q","1967-Q2",3.488372,
"AUS","CPI","TOT","AGRWTH","Q","1967-Q3",4.651163,
"AUS","CPI","TOT","AGRWTH","Q","1967-Q4",3.448276,
"AUS","CPI","TOT","AGRWTH","Q","1968-Q1",3.409091,
"AUS","CPI","TOT","AGRWTH","Q","1968-Q2",2.247191,
"AUS","CPI","TOT","AGRWTH","Q","1968-Q3",2.222222,
"AUS","CPI","TOT","AGRWTH","Q","1968-Q4",2.222222,
"AUS","CPI","TOT","AGRWTH","Q","1969-Q1",3.296703,
"AUS","CPI","TOT","AGRWTH","Q","1969-Q2",3.296703,
"AUS","CPI","TOT","AGRWTH","Q","1969-Q3",3.26087,
"AUS","CPI","TOT","AGRWTH","Q","1969-Q4",3.26087,
"AUS","CPI","TOT","AGRWTH","Q","1970-Q1",2.12766,
"AUS","CPI","TOT","AGRWTH","Q","1970-Q2",3.191489,
"AUS","CPI","TOT","AGRWTH","Q","1970-Q3",3.157895,
"AUS","CPI","TOT","AGRWTH","Q","1970-Q4",5.263158,
"AUS","CPI","TOT","AGRWTH","Q","1971-Q1",5.208333,
"AUS","CPI","TOT","AGRWTH","Q","1971-Q2",5.154639,
"AUS","CPI","TOT","AGRWTH","Q","1971-Q3",7.142857,
"AUS","CPI","TOT","AGRWTH","Q","1971-Q4",7,
"AUS","CPI","TOT","AGRWTH","Q","1972-Q1",6.930693,
"AUS","CPI","TOT","AGRWTH","Q","1972-Q2",6.862745,
"AUS","CPI","TOT","AGRWTH","Q","1972-Q3",5.714286,
"AUS","CPI","TOT","AGRWTH","Q","1972-Q4",4.672897,
"AUS","CPI","TOT","AGRWTH","Q","1973-Q1",5.555555,
"AUS","CPI","TOT","AGRWTH","Q","1973-Q2",8.256881,
"AUS","CPI","TOT","AGRWTH","Q","1973-Q3",9.90991,
"AUS","CPI","TOT","AGRWTH","Q","1973-Q4",12.5,
"AUS","CPI","TOT","AGRWTH","Q","1974-Q1",14.03509,
"AUS","CPI","TOT","AGRWTH","Q","1974-Q2",14.40678,
"AUS","CPI","TOT","AGRWTH","Q","1974-Q3",16.39344,
"AUS","CPI","TOT","AGRWTH","Q","1974-Q4",16.66667,
"AUS","CPI","TOT","AGRWTH","Q","1975-Q1",17.69231,
"AUS","CPI","TOT","AGRWTH","Q","1975-Q2",17.03704,
"AUS","CPI","TOT","AGRWTH","Q","1975-Q3",11.97183,
"AUS","CPI","TOT","AGRWTH","Q","1975-Q4",14.28571,
"AUS","CPI","TOT","AGRWTH","Q","1976-Q1",13.0719,
"AUS","CPI","TOT","AGRWTH","Q","1976-Q2",12.02532,
"AUS","CPI","TOT","AGRWTH","Q","1976-Q3",13.83648,
"AUS","CPI","TOT","AGRWTH","Q","1976-Q4",14.28571,
"AUS","CPI","TOT","AGRWTH","Q","1977-Q1",13.2948,
"AUS","CPI","TOT","AGRWTH","Q","1977-Q2",13.55932,
"AUS","CPI","TOT","AGRWTH","Q","1977-Q3",13.25967,
"AUS","CPI","TOT","AGRWTH","Q","1977-Q4",9.375,
"AUS","CPI","TOT","AGRWTH","Q","1978-Q1",8.67347,
"AUS","CPI","TOT","AGRWTH","Q","1978-Q2",7.960199,
"AUS","CPI","TOT","AGRWTH","Q","1978-Q3",7.804878,
"AUS","CPI","TOT","AGRWTH","Q","1978-Q4",7.619048,
"AUS","CPI","TOT","AGRWTH","Q","1979-Q1",7.981221,
"AUS","CPI","TOT","AGRWTH","Q","1979-Q2",8.75576,
"AUS","CPI","TOT","AGRWTH","Q","1979-Q3",9.502262,
"AUS","CPI","TOT","AGRWTH","Q","1979-Q4",10.17699,
"AUS","CPI","TOT","AGRWTH","Q","1980-Q1",10.43478,
"AUS","CPI","TOT","AGRWTH","Q","1980-Q2",11.01695,
"AUS","CPI","TOT","AGRWTH","Q","1980-Q3",9.917356,
"AUS","CPI","TOT","AGRWTH","Q","1980-Q4",9.236948,
"AUS","CPI","TOT","AGRWTH","Q","1981-Q1",9.448819,
"AUS","CPI","TOT","AGRWTH","Q","1981-Q2",8.396947,
"AUS","CPI","TOT","AGRWTH","Q","1981-Q3",9.022556,
"AUS","CPI","TOT","AGRWTH","Q","1981-Q4",11.02941,
"AUS","CPI","TOT","AGRWTH","Q","1982-Q1",10.79137,
"AUS","CPI","TOT","AGRWTH","Q","1982-Q2",10.91549,
"AUS","CPI","TOT","AGRWTH","Q","1982-Q3",12.41379,
"AUS","CPI","TOT","AGRWTH","Q","1982-Q4",11.25828,
"AUS","CPI","TOT","AGRWTH","Q","1983-Q1",11.36364,
"AUS","CPI","TOT","AGRWTH","Q","1983-Q2",11.11111,
"AUS","CPI","TOT","AGRWTH","Q","1983-Q3",9.202454,
"AUS","CPI","TOT","AGRWTH","Q","1983-Q4",8.630953,
"AUS","CPI","TOT","AGRWTH","Q","1984-Q1",5.830904,
"AUS","CPI","TOT","AGRWTH","Q","1984-Q2",4,
"AUS","CPI","TOT","AGRWTH","Q","1984-Q3",3.651685,
"AUS","CPI","TOT","AGRWTH","Q","1984-Q4",2.465753,
"AUS","CPI","TOT","AGRWTH","Q","1985-Q1",4.407713,
"AUS","CPI","TOT","AGRWTH","Q","1985-Q2",6.593407,
"AUS","CPI","TOT","AGRWTH","Q","1985-Q3",7.588076,
"AUS","CPI","TOT","AGRWTH","Q","1985-Q4",8.28877,
"AUS","CPI","TOT","AGRWTH","Q","1986-Q1",9.234829,
"AUS","CPI","TOT","AGRWTH","Q","1986-Q2",8.505155,
"AUS","CPI","TOT","AGRWTH","Q","1986-Q3",8.816121,
"AUS","CPI","TOT","AGRWTH","Q","1986-Q4",9.62963,
"AUS","CPI","TOT","AGRWTH","Q","1987-Q1",9.42029,
"AUS","CPI","TOT","AGRWTH","Q","1987-Q2",9.263658,
"AUS","CPI","TOT","AGRWTH","Q","1987-Q3",8.333333,
"AUS","CPI","TOT","AGRWTH","Q","1987-Q4",7.207207,
"AUS","CPI","TOT","AGRWTH","Q","1988-Q1",6.843267,
"AUS","CPI","TOT","AGRWTH","Q","1988-Q2",7.173913,
"AUS","CPI","TOT","AGRWTH","Q","1988-Q3",7.264957,
"AUS","CPI","TOT","AGRWTH","Q","1988-Q4",7.563025,
"AUS","CPI","TOT","AGRWTH","Q","1989-Q1",6.818182,
"AUS","CPI","TOT","AGRWTH","Q","1989-Q2",7.505071,
"AUS","CPI","TOT","AGRWTH","Q","1989-Q3",7.968128,
"AUS","CPI","TOT","AGRWTH","Q","1989-Q4",7.8125,
"AUS","CPI","TOT","AGRWTH","Q","1990-Q1",8.704062,
"AUS","CPI","TOT","AGRWTH","Q","1990-Q2",7.735849,
"AUS","CPI","TOT","AGRWTH","Q","1990-Q3",6.088561,
"AUS","CPI","TOT","AGRWTH","Q","1990-Q4",6.884058,
"AUS","CPI","TOT","AGRWTH","Q","1991-Q1",4.80427,
"AUS","CPI","TOT","AGRWTH","Q","1991-Q2",3.327496,
"AUS","CPI","TOT","AGRWTH","Q","1991-Q3",3.130435,
"AUS","CPI","TOT","AGRWTH","Q","1991-Q4",1.525424,
"AUS","CPI","TOT","AGRWTH","Q","1992-Q1",1.697793,
"AUS","CPI","TOT","AGRWTH","Q","1992-Q2",1.186441,
"AUS","CPI","TOT","AGRWTH","Q","1992-Q3",0.8431703,
"AUS","CPI","TOT","AGRWTH","Q","1992-Q4",0.3338898,
"AUS","CPI","TOT","AGRWTH","Q","1993-Q1",1.168614,
"AUS","CPI","TOT","AGRWTH","Q","1993-Q2",1.842546,
"AUS","CPI","TOT","AGRWTH","Q","1993-Q3",2.173913,
"AUS","CPI","TOT","AGRWTH","Q","1993-Q4",1.830283,
"AUS","CPI","TOT","AGRWTH","Q","1994-Q1",1.485149,
"AUS","CPI","TOT","AGRWTH","Q","1994-Q2",1.809211,
"AUS","CPI","TOT","AGRWTH","Q","1994-Q3",1.963993,
"AUS","CPI","TOT","AGRWTH","Q","1994-Q4",2.614379,
"AUS","CPI","TOT","AGRWTH","Q","1995-Q1",3.739837,
"AUS","CPI","TOT","AGRWTH","Q","1995-Q2",4.523425,
"AUS","CPI","TOT","AGRWTH","Q","1995-Q3",5.136436,
"AUS","CPI","TOT","AGRWTH","Q","1995-Q4",5.095541,
"AUS","CPI","TOT","AGRWTH","Q","1996-Q1",3.761755,
"AUS","CPI","TOT","AGRWTH","Q","1996-Q2",3.09119,
"AUS","CPI","TOT","AGRWTH","Q","1996-Q3",2.137405,
"AUS","CPI","TOT","AGRWTH","Q","1996-Q4",1.515152,
"AUS","CPI","TOT","AGRWTH","Q","1997-Q1",1.359517,
"AUS","CPI","TOT","AGRWTH","Q","1997-Q2",0.2998501,
"AUS","CPI","TOT","AGRWTH","Q","1997-Q3",-0.4484305,
"AUS","CPI","TOT","AGRWTH","Q","1997-Q4",-0.2985075,
"AUS","CPI","TOT","AGRWTH","Q","1998-Q1",-0.1490313,
"AUS","CPI","TOT","AGRWTH","Q","1998-Q2",0.7473841,
"AUS","CPI","TOT","AGRWTH","Q","1998-Q3",1.351351,
"AUS","CPI","TOT","AGRWTH","Q","1998-Q4",1.497006,
"AUS","CPI","TOT","AGRWTH","Q","1999-Q1",1.19403,
"AUS","CPI","TOT","AGRWTH","Q","1999-Q2",1.038576,
"AUS","CPI","TOT","AGRWTH","Q","1999-Q3",1.777778,
"AUS","CPI","TOT","AGRWTH","Q","1999-Q4",1.917404,
"AUS","CPI","TOT","AGRWTH","Q","2000-Q1",2.80236,
"AUS","CPI","TOT","AGRWTH","Q","2000-Q2",3.0837,
"AUS","CPI","TOT","AGRWTH","Q","2000-Q3",6.113537,
"AUS","CPI","TOT","AGRWTH","Q","2000-Q4",5.788712,
"AUS","CPI","TOT","AGRWTH","Q","2001-Q1",6.025825,
"AUS","CPI","TOT","AGRWTH","Q","2001-Q2",6.125356,
"AUS","CPI","TOT","AGRWTH","Q","2001-Q3",2.469136,
"AUS","CPI","TOT","AGRWTH","Q","2001-Q4",3.146375,
"AUS","CPI","TOT","AGRWTH","Q","2002-Q1",2.976996,
"AUS","CPI","TOT","AGRWTH","Q","2002-Q2",2.818792,
"AUS","CPI","TOT","AGRWTH","Q","2002-Q3",3.212852,
"AUS","CPI","TOT","AGRWTH","Q","2002-Q4",2.917772,
"AUS","CPI","TOT","AGRWTH","Q","2003-Q1",3.285151,
"AUS","CPI","TOT","AGRWTH","Q","2003-Q2",2.610966,
"AUS","CPI","TOT","AGRWTH","Q","2003-Q3",2.594034,
"AUS","CPI","TOT","AGRWTH","Q","2003-Q4",2.448454,
"AUS","CPI","TOT","AGRWTH","Q","2004-Q1",2.035623,
"AUS","CPI","TOT","AGRWTH","Q","2004-Q2",2.544529,
"AUS","CPI","TOT","AGRWTH","Q","2004-Q3",2.2756,
"AUS","CPI","TOT","AGRWTH","Q","2004-Q4",2.515723,
"AUS","CPI","TOT","AGRWTH","Q","2005-Q1",2.369077,
"AUS","CPI","TOT","AGRWTH","Q","2005-Q2",2.48139,
"AUS","CPI","TOT","AGRWTH","Q","2005-Q3",3.090235,
"AUS","CPI","TOT","AGRWTH","Q","2005-Q4",2.822086,
"AUS","CPI","TOT","AGRWTH","Q","2006-Q1",2.923264,
"AUS","CPI","TOT","AGRWTH","Q","2006-Q2",3.995157,
"AUS","CPI","TOT","AGRWTH","Q","2006-Q3",3.956835,
"AUS","CPI","TOT","AGRWTH","Q","2006-Q4",3.341289,
"AUS","CPI","TOT","AGRWTH","Q","2007-Q1",2.485207,
"AUS","CPI","TOT","AGRWTH","Q","2007-Q2",2.09546,
"AUS","CPI","TOT","AGRWTH","Q","2007-Q3",1.845444,
"AUS","CPI","TOT","AGRWTH","Q","2007-Q4",2.886836,
"AUS","CPI","TOT","AGRWTH","Q","2008-Q1",4.272517,
"AUS","CPI","TOT","AGRWTH","Q","2008-Q2",4.446979,
"AUS","CPI","TOT","AGRWTH","Q","2008-Q3",4.983013,
"AUS","CPI","TOT","AGRWTH","Q","2008-Q4",3.703704,
"AUS","CPI","TOT","AGRWTH","Q","2009-Q1",2.436323,
"AUS","CPI","TOT","AGRWTH","Q","2009-Q2",1.419214,
"AUS","CPI","TOT","AGRWTH","Q","2009-Q3",1.186624,
"AUS","CPI","TOT","AGRWTH","Q","2009-Q4",2.056277,
"AUS","CPI","TOT","AGRWTH","Q","2010-Q1",2.918919,
"AUS","CPI","TOT","AGRWTH","Q","2010-Q2",3.121636,
"AUS","CPI","TOT","AGRWTH","Q","2010-Q3",2.878465,
"AUS","CPI","TOT","AGRWTH","Q","2010-Q4",2.757158,
"AUS","CPI","TOT","AGRWTH","Q","2011-Q1",3.256303,
"AUS","CPI","TOT","AGRWTH","Q","2011-Q2",3.549061,
"AUS","CPI","TOT","AGRWTH","Q","2011-Q3",3.419689,
"AUS","CPI","TOT","AGRWTH","Q","2011-Q4",2.992776,
"AUS","CPI","TOT","AGRWTH","Q","2012-Q1",1.62767,
"AUS","CPI","TOT","AGRWTH","Q","2012-Q2",1.209677,
"AUS","CPI","TOT","AGRWTH","Q","2012-Q3",2.004008,
"AUS","CPI","TOT","AGRWTH","Q","2012-Q4",2.204409,
"AUS","CPI","TOT","AGRWTH","Q","2013-Q1",2.502502,
"AUS","CPI","TOT","AGRWTH","Q","2013-Q2",2.390438,
"AUS","CPI","TOT","AGRWTH","Q","2013-Q3",2.1611,
"AUS","CPI","TOT","AGRWTH","Q","2013-Q4",2.745098,
"AUS","CPI","TOT","AGRWTH","Q","2014-Q1",2.929688,
"AUS","CPI","TOT","AGRWTH","Q","2014-Q2",3.015564,
"AUS","CPI","TOT","AGRWTH","Q","2014-Q3",2.307692,
"AUS","CPI","TOT","AGRWTH","Q","2014-Q4",1.717557,
"AUS","CPI","TOT","AGRWTH","Q","2015-Q1",1.328273,
"AUS","CPI","TOT","AGRWTH","Q","2015-Q2",1.510859,
"AUS","CPI","TOT","AGRWTH","Q","2015-Q3",1.503759,
"AUS","CPI","TOT","AGRWTH","Q","2015-Q4",1.688555,
"AUS","CPI","TOT","AGRWTH","Q","2016-Q1",1.310861,
"AUS","CPI","TOT","AGRWTH","Q","2016-Q2",1.023256,
"AUS","CPI","TOT","AGRWTH","Q","2016-Q3",1.296296,
"AUS","CPI","TOT","AGRWTH","Q","2016-Q4",1.476015,
"AUS","CPI","TOT","AGRWTH","Q","2017-Q1",2.125693,
"AUS","CPI","TOT","AGRWTH","Q","2017-Q2",1.933702,
"AUS","CPI","TOT","AGRWTH","Q","2017-Q3",1.828154,
"AUS","CPI","TOT","AGRWTH","Q","2017-Q4",1.909091,
"AUT","CPI","TOT","AGRWTH","Q","1959-Q1",-0.4346372,
"AUT","CPI","TOT","AGRWTH","Q","1959-Q2",-0.8156607,
"AUT","CPI","TOT","AGRWTH","Q","1959-Q3",2.380952,
"AUT","CPI","TOT","AGRWTH","Q","1959-Q4",3.241053,
"AUT","CPI","TOT","AGRWTH","Q","1960-Q1",2.988583,
"AUT","CPI","TOT","AGRWTH","Q","1960-Q2",2.302632,
"AUT","CPI","TOT","AGRWTH","Q","1960-Q3",1.768752,
"AUT","CPI","TOT","AGRWTH","Q","1960-Q4",0.7521256,
"AUT","CPI","TOT","AGRWTH","Q","1961-Q1",2.282361,
"AUT","CPI","TOT","AGRWTH","Q","1961-Q2",2.797428,
"AUT","CPI","TOT","AGRWTH","Q","1961-Q3",3.926617,
"AUT","CPI","TOT","AGRWTH","Q","1961-Q4",5.160662,
"AUT","CPI","TOT","AGRWTH","Q","1962-Q1",4.781639,
"AUT","CPI","TOT","AGRWTH","Q","1962-Q2",6.255865,
"AUT","CPI","TOT","AGRWTH","Q","1962-Q3",3.964076,
"AUT","CPI","TOT","AGRWTH","Q","1962-Q4",2.561728,
"AUT","CPI","TOT","AGRWTH","Q","1963-Q1",3.163979,
"AUT","CPI","TOT","AGRWTH","Q","1963-Q2",1.766264,
"AUT","CPI","TOT","AGRWTH","Q","1963-Q3",2.174561,
"AUT","CPI","TOT","AGRWTH","Q","1963-Q4",3.761661,
"AUT","CPI","TOT","AGRWTH","Q","1964-Q1",3.4798,
"AUT","CPI","TOT","AGRWTH","Q","1964-Q2",3.326584,
"AUT","CPI","TOT","AGRWTH","Q","1964-Q3",4.83965,
"AUT","CPI","TOT","AGRWTH","Q","1964-Q4",3.828306,
"AUT","CPI","TOT","AGRWTH","Q","1965-Q1",2.792819,
"AUT","CPI","TOT","AGRWTH","Q","1965-Q2",5.795073,
"AUT","CPI","TOT","AGRWTH","Q","1965-Q3",5.728587,
"AUT","CPI","TOT","AGRWTH","Q","1965-Q4",5.363129,
"AUT","CPI","TOT","AGRWTH","Q","1966-Q1",4.715684,
"AUT","CPI","TOT","AGRWTH","Q","1966-Q2",0.2525624,
"AUT","CPI","TOT","AGRWTH","Q","1966-Q3",0.6833735,
"AUT","CPI","TOT","AGRWTH","Q","1966-Q4",2.698309,
"AUT","CPI","TOT","AGRWTH","Q","1967-Q1",4.210172,
"AUT","CPI","TOT","AGRWTH","Q","1967-Q2",4.02955,
"AUT","CPI","TOT","AGRWTH","Q","1967-Q3",4.054502,
"AUT","CPI","TOT","AGRWTH","Q","1967-Q4",3.612479,
"AUT","CPI","TOT","AGRWTH","Q","1968-Q1",2.521008,
"AUT","CPI","TOT","AGRWTH","Q","1968-Q2",2.775985,
"AUT","CPI","TOT","AGRWTH","Q","1968-Q3",2.682849,
"AUT","CPI","TOT","AGRWTH","Q","1968-Q4",3.074485,
"AUT","CPI","TOT","AGRWTH","Q","1969-Q1",2.994956,
"AUT","CPI","TOT","AGRWTH","Q","1969-Q2",3.203517,
"AUT","CPI","TOT","AGRWTH","Q","1969-Q3",3.234837,
"AUT","CPI","TOT","AGRWTH","Q","1969-Q4",2.890529,
"AUT","CPI","TOT","AGRWTH","Q","1970-Q1",3.826141,
"AUT","CPI","TOT","AGRWTH","Q","1970-Q2",4.199636,
"AUT","CPI","TOT","AGRWTH","Q","1970-Q3",4.670081,
"AUT","CPI","TOT","AGRWTH","Q","1970-Q4",4.781829,
"AUT","CPI","TOT","AGRWTH","Q","1971-Q1",4.333725,
"AUT","CPI","TOT","AGRWTH","Q","1971-Q2",4.410046,
"AUT","CPI","TOT","AGRWTH","Q","1971-Q3",4.97985,
"AUT","CPI","TOT","AGRWTH","Q","1971-Q4",5.077011,
"AUT","CPI","TOT","AGRWTH","Q","1972-Q1",5.736084,
"AUT","CPI","TOT","AGRWTH","Q","1972-Q2",6.041959,
"AUT","CPI","TOT","AGRWTH","Q","1972-Q3",6.251714,
"AUT","CPI","TOT","AGRWTH","Q","1972-Q4",7.356135,
"AUT","CPI","TOT","AGRWTH","Q","1973-Q1",7.910208,
"AUT","CPI","TOT","AGRWTH","Q","1973-Q2",7.755209,
"AUT","CPI","TOT","AGRWTH","Q","1973-Q3",6.864516,
"AUT","CPI","TOT","AGRWTH","Q","1973-Q4",7.610619,
"AUT","CPI","TOT","AGRWTH","Q","1974-Q1",8.494305,
"AUT","CPI","TOT","AGRWTH","Q","1974-Q2",9.86536,
"AUT","CPI","TOT","AGRWTH","Q","1974-Q3",10.02173,
"AUT","CPI","TOT","AGRWTH","Q","1974-Q4",9.68045,
"AUT","CPI","TOT","AGRWTH","Q","1975-Q1",9.358594,
"AUT","CPI","TOT","AGRWTH","Q","1975-Q2",8.511586,
"AUT","CPI","TOT","AGRWTH","Q","1975-Q3",8.82353,
"AUT","CPI","TOT","AGRWTH","Q","1975-Q4",7.155099,
"AUT","CPI","TOT","AGRWTH","Q","1976-Q1",7.451472,
"AUT","CPI","TOT","AGRWTH","Q","1976-Q2",7.556469,
"AUT","CPI","TOT","AGRWTH","Q","1976-Q3",7.079467,
"AUT","CPI","TOT","AGRWTH","Q","1976-Q4",7.197122,
"AUT","CPI","TOT","AGRWTH","Q","1977-Q1",6.351981,
"AUT","CPI","TOT","AGRWTH","Q","1977-Q2",5.689194,
"AUT","CPI","TOT","AGRWTH","Q","1977-Q3",5.424751,
"AUT","CPI","TOT","AGRWTH","Q","1977-Q4",4.550541,
"AUT","CPI","TOT","AGRWTH","Q","1978-Q1",3.872146,
"AUT","CPI","TOT","AGRWTH","Q","1978-Q2",3.63078,
"AUT","CPI","TOT","AGRWTH","Q","1978-Q3",3.323209,
"AUT","CPI","TOT","AGRWTH","Q","1978-Q4",3.478416,
"AUT","CPI","TOT","AGRWTH","Q","1979-Q1",3.569546,
"AUT","CPI","TOT","AGRWTH","Q","1979-Q2",3.224682,
"AUT","CPI","TOT","AGRWTH","Q","1979-Q3",3.631333,
"AUT","CPI","TOT","AGRWTH","Q","1979-Q4",4.395793,
"AUT","CPI","TOT","AGRWTH","Q","1980-Q1",5.297113,
"AUT","CPI","TOT","AGRWTH","Q","1980-Q2",6.450523,
"AUT","CPI","TOT","AGRWTH","Q","1980-Q3",6.958118,
"AUT","CPI","TOT","AGRWTH","Q","1980-Q4",6.588507,
"AUT","CPI","TOT","AGRWTH","Q","1981-Q1",6.965495,
"AUT","CPI","TOT","AGRWTH","Q","1981-Q2",6.805204,
"AUT","CPI","TOT","AGRWTH","Q","1981-Q3",6.583464,
"AUT","CPI","TOT","AGRWTH","Q","1981-Q4",6.862898,
"AUT","CPI","TOT","AGRWTH","Q","1982-Q1",6.014471,
"AUT","CPI","TOT","AGRWTH","Q","1982-Q2",5.940888,
"AUT","CPI","TOT","AGRWTH","Q","1982-Q3",5.166861,
"AUT","CPI","TOT","AGRWTH","Q","1982-Q4",4.653522,
"AUT","CPI","TOT","AGRWTH","Q","1983-Q1",3.910138,
"AUT","CPI","TOT","AGRWTH","Q","1983-Q2",2.635636,
"AUT","CPI","TOT","AGRWTH","Q","1983-Q3",3.103688,
"AUT","CPI","TOT","AGRWTH","Q","1983-Q4",3.712425,
"AUT","CPI","TOT","AGRWTH","Q","1984-Q1",5.706076,
"AUT","CPI","TOT","AGRWTH","Q","1984-Q2",6.051086,
"AUT","CPI","TOT","AGRWTH","Q","1984-Q3",5.710043,
"AUT","CPI","TOT","AGRWTH","Q","1984-Q4",5.195672,
"AUT","CPI","TOT","AGRWTH","Q","1985-Q1",3.45631,
"AUT","CPI","TOT","AGRWTH","Q","1985-Q2",3.606389,
"AUT","CPI","TOT","AGRWTH","Q","1985-Q3",3.000894,
"AUT","CPI","TOT","AGRWTH","Q","1985-Q4",2.704419,
"AUT","CPI","TOT","AGRWTH","Q","1986-Q1",2.402402,
"AUT","CPI","TOT","AGRWTH","Q","1986-Q2",1.479363,
"AUT","CPI","TOT","AGRWTH","Q","1986-Q3",1.624101,
"AUT","CPI","TOT","AGRWTH","Q","1986-Q4",1.322784,
"AUT","CPI","TOT","AGRWTH","Q","1987-Q1",0.2932556,
"AUT","CPI","TOT","AGRWTH","Q","1987-Q2",1.359794,
"AUT","CPI","TOT","AGRWTH","Q","1987-Q3",2.269123,
"AUT","CPI","TOT","AGRWTH","Q","1987-Q4",1.683748,
