"TIME","CURRENCY","UNIT","STATINFO","Value"
"2001M06","Swiss franc","National currency","Value at the end of the period","1.5228"
"2001M06","US dollar","National currency","Value at the end of the period","0.8480"
"2001M07","Pound sterling","National currency","Value at the end of the period","0.61430"
"2001M07","Swiss franc","National currency","Value at the end of the period","1.5102"
"2001M07","US dollar","National currency","Value at the end of the period","0.8755"
"2001M08","Pound sterling","National currency","Value at the end of the period","0.62850"
"2001M08","Swiss franc","National currency","Value at the end of the period","1.5165"
"2001M08","US dollar","National currency","Value at the end of the period","0.9158"
"2001M09","Pound sterling","National currency","Value at the end of the period","0.62200"
"2001M09","Swiss franc","National currency","Value at the end of the period","1.4761"
"2001M09","US dollar","National currency","Value at the end of the period","0.9131"
"2001M10","Pound sterling","National currency","Value at the end of the period","0.62130"
"2001M10","Swiss franc","National currency","Value at the end of the period","1.4682"
"2001M10","US dollar","National currency","Value at the end of the period","0.9042"
"2001M11","Pound sterling","National currency","Value at the end of the period","0.62380"
"2001M11","Swiss franc","National currency","Value at the end of the period","1.4724"
"2001M11","US dollar","National currency","Value at the end of the period","0.8898"
"2001M12","Pound sterling","National currency","Value at the end of the period","0.60850"
"2001M12","Swiss franc","National currency","Value at the end of the period","1.4829"
"2001M12","US dollar","National currency","Value at the end of the period","0.8813"
"2002M01","Pound sterling","National currency","Value at the end of the period","0.61110"
"2002M01","Swiss franc","National currency","Value at the end of the period","1.4748"
"2002M01","US dollar","National currency","Value at the end of the period","0.8637"
"2002M02","Pound sterling","National currency","Value at the end of the period","0.61115"
"2002M02","Swiss franc","National currency","Value at the end of the period","1.4759"
"2002M02","US dollar","National currency","Value at the end of the period","0.8651"
"2002M03","Pound sterling","National currency","Value at the end of the period","0.61300"
"2002M03","Swiss franc","National currency","Value at the end of the period","1.4670"
"2002M03","US dollar","National currency","Value at the end of the period","0.8724"
"2002M04","Pound sterling","National currency","Value at the end of the period","0.61880"
"2002M04","Swiss franc","National currency","Value at the end of the period","1.4621"
"2002M04","US dollar","National currency","Value at the end of the period","0.9008"
"2002M05","Pound sterling","National currency","Value at the end of the period","0.64050"
"2002M05","Swiss franc","National currency","Value at the end of the period","1.4644"
"2002M05","US dollar","National currency","Value at the end of the period","0.9387"
"2002M06","Pound sterling","National currency","Value at the end of the period","0.64980"
"2002M06","Swiss franc","National currency","Value at the end of the period","1.4721"
"2002M06","US dollar","National currency","Value at the end of the period","0.9975"
"2002M07","Pound sterling","National currency","Value at the end of the period","0.62610"
"2002M07","Swiss franc","National currency","Value at the end of the period","1.4546"
"2002M07","US dollar","National currency","Value at the end of the period","0.9783"
"2002M08","Pound sterling","National currency","Value at the end of the period","0.63520"
"2002M08","Swiss franc","National currency","Value at the end of the period","1.4694"
"2002M08","US dollar","National currency","Value at the end of the period","0.9833"
"2002M09","Pound sterling","National currency","Value at the end of the period","0.62950"
"2002M09","Swiss franc","National currency","Value at the end of the period","1.4611"
"2002M09","US dollar","National currency","Value at the end of the period","0.9860"
"2002M10","Pound sterling","National currency","Value at the end of the period","0.63260"
"2002M10","Swiss franc","National currency","Value at the end of the period","1.4633"
"2002M10","US dollar","National currency","Value at the end of the period","0.9864"
"2002M11","Pound sterling","National currency","Value at the end of the period","0.63950"
"2002M11","Swiss franc","National currency","Value at the end of the period","1.4754"
"2002M11","US dollar","National currency","Value at the end of the period","0.9927"
"2002M12","Pound sterling","National currency","Value at the end of the period","0.65050"
"2002M12","Swiss franc","National currency","Value at the end of the period","1.4524"
"2002M12","US dollar","National currency","Value at the end of the period","1.0487"
"2003M01","Pound sterling","National currency","Value at the end of the period","0.65570"
"2003M01","Swiss franc","National currency","Value at the end of the period","1.4678"
"2003M01","US dollar","National currency","Value at the end of the period","1.0816"
"2003M02","Pound sterling","National currency","Value at the end of the period","0.68420"
"2003M02","Swiss franc","National currency","Value at the end of the period","1.4629"
"2003M02","US dollar","National currency","Value at the end of the period","1.0782"
"2003M03","Pound sterling","National currency","Value at the end of the period","0.68960"
"2003M03","Swiss franc","National currency","Value at the end of the period","1.4764"
"2003M03","US dollar","National currency","Value at the end of the period","1.0895"
"2003M04","Pound sterling","National currency","Value at the end of the period","0.69700"
"2003M04","Swiss franc","National currency","Value at the end of the period","1.5131"
"2003M04","US dollar","National currency","Value at the end of the period","1.1131"
"2003M05","Pound sterling","National currency","Value at the end of the period","0.71960"
"2003M05","Swiss franc","National currency","Value at the end of the period","1.5277"
"2003M05","US dollar","National currency","Value at the end of the period","1.1822"
"2003M06","Pound sterling","National currency","Value at the end of the period","0.69320"
"2003M06","Swiss franc","National currency","Value at the end of the period","1.5544"
"2003M06","US dollar","National currency","Value at the end of the period","1.1427"
"2003M07","Pound sterling","National currency","Value at the end of the period","0.70190"
"2003M07","Swiss franc","National currency","Value at the end of the period","1.5464"
"2003M07","US dollar","National currency","Value at the end of the period","1.1318"
"2003M08","Pound sterling","National currency","Value at the end of the period","0.69260"
"2003M08","Swiss franc","National currency","Value at the end of the period","1.5369"
"2003M08","US dollar","National currency","Value at the end of the period","1.0927"
"2003M09","Pound sterling","National currency","Value at the end of the period","0.69860"
"2003M09","Swiss franc","National currency","Value at the end of the period","1.5404"
"2003M09","US dollar","National currency","Value at the end of the period","1.1652"
"2003M10","Pound sterling","National currency","Value at the end of the period","0.68630"
"2003M10","Swiss franc","National currency","Value at the end of the period","1.5506"
"2003M10","US dollar","National currency","Value at the end of the period","1.1622"
"2003M11","Pound sterling","National currency","Value at the end of the period","0.69710"
"2003M11","Swiss franc","National currency","Value at the end of the period","1.5484"
"2003M11","US dollar","National currency","Value at the end of the period","1.1994"
"2003M12","Pound sterling","National currency","Value at the end of the period","0.70480"
"2003M12","Swiss franc","National currency","Value at the end of the period","1.5579"
"2003M12","US dollar","National currency","Value at the end of the period","1.2630"
"2004M01","Pound sterling","National currency","Value at the end of the period","0.68460"
"2004M01","Swiss franc","National currency","Value at the end of the period","1.5626"
"2004M01","US dollar","National currency","Value at the end of the period","1.2384"
"2004M02","Pound sterling","National currency","Value at the end of the period","0.67000"
"2004M02","Swiss franc","National currency","Value at the end of the period","1.5780"
"2004M02","US dollar","National currency","Value at the end of the period","1.2418"
"2004M03","Pound sterling","National currency","Value at the end of the period","0.66590"
"2004M03","Swiss franc","National currency","Value at the end of the period","1.5594"
"2004M03","US dollar","National currency","Value at the end of the period","1.2224"
"2004M04","Pound sterling","National currency","Value at the end of the period","0.67370"
"2004M04","Swiss franc","National currency","Value at the end of the period","1.5511"
"2004M04","US dollar","National currency","Value at the end of the period","1.1947"
"2004M05","Pound sterling","National currency","Value at the end of the period","0.66475"
"2004M05","Swiss franc","National currency","Value at the end of the period","1.5276"
"2004M05","US dollar","National currency","Value at the end of the period","1.2198"
"2004M06","Pound sterling","National currency","Value at the end of the period","0.67075"
"2004M06","Swiss franc","National currency","Value at the end of the period","1.5242"
"2004M06","US dollar","National currency","Value at the end of the period","1.2155"
"2004M07","Pound sterling","National currency","Value at the end of the period","0.66255"
"2004M07","Swiss franc","National currency","Value at the end of the period","1.5414"
"2004M07","US dollar","National currency","Value at the end of the period","1.2039"
"2004M08","Pound sterling","National currency","Value at the end of the period","0.67550"
"2004M08","Swiss franc","National currency","Value at the end of the period","1.5428"
"2004M08","US dollar","National currency","Value at the end of the period","1.2111"
"2004M09","Pound sterling","National currency","Value at the end of the period","0.68680"
"2004M09","Swiss franc","National currency","Value at the end of the period","1.5524"
"2004M09","US dollar","National currency","Value at the end of the period","1.2409"
"2004M10","Pound sterling","National currency","Value at the end of the period","0.69565"
"2004M10","Swiss franc","National currency","Value at the end of the period","1.5299"
"2004M10","US dollar","National currency","Value at the end of the period","1.2737"
"2004M11","Pound sterling","National currency","Value at the end of the period","0.69660"
"2004M11","Swiss franc","National currency","Value at the end of the period","1.5114"
"2004M11","US dollar","National currency","Value at the end of the period","1.3295"
"2004M12","Pound sterling","National currency","Value at the end of the period","0.70505"
"2004M12","Swiss franc","National currency","Value at the end of the period","1.5429"
"2004M12","US dollar","National currency","Value at the end of the period","1.3621"
"2005M01","Pound sterling","National currency","Value at the end of the period","0.69120"
"2005M01","Swiss franc","National currency","Value at the end of the period","1.5473"
"2005M01","US dollar","National currency","Value at the end of the period","1.3035"
"2005M02","Pound sterling","National currency","Value at the end of the period","0.68975"
"2005M02","Swiss franc","National currency","Value at the end of the period","1.5392"
"2005M02","US dollar","National currency","Value at the end of the period","1.3257"
"2005M03","Pound sterling","National currency","Value at the end of the period","0.68850"
"2005M03","Swiss franc","National currency","Value at the end of the period","1.5486"
"2005M03","US dollar","National currency","Value at the end of the period","1.2964"
"2005M04","Pound sterling","National currency","Value at the end of the period","0.67750"
"2005M04","Swiss franc","National currency","Value at the end of the period","1.5374"
"2005M04","US dollar","National currency","Value at the end of the period","1.2957"
"2005M05","Pound sterling","National currency","Value at the end of the period","0.67710"
"2005M05","Swiss franc","National currency","Value at the end of the period","1.5372"
"2005M05","US dollar","National currency","Value at the end of the period","1.2331"
"2005M06","Pound sterling","National currency","Value at the end of the period","0.67420"
"2005M06","Swiss franc","National currency","Value at the end of the period","1.5499"
"2005M06","US dollar","National currency","Value at the end of the period","1.2092"
"2005M07","Pound sterling","National currency","Value at the end of the period","0.68930"
"2005M07","Swiss franc","National currency","Value at the end of the period","1.5607"
"2005M07","US dollar","National currency","Value at the end of the period","1.2093"
"2005M08","Pound sterling","National currency","Value at the end of the period","0.68290"
"2005M08","Swiss franc","National currency","Value at the end of the period","1.5485"
"2005M08","US dollar","National currency","Value at the end of the period","1.2198"
"2005M09","Pound sterling","National currency","Value at the end of the period","0.68195"
"2005M09","Swiss franc","National currency","Value at the end of the period","1.5561"
"2005M09","US dollar","National currency","Value at the end of the period","1.2042"
"2005M10","Pound sterling","National currency","Value at the end of the period","0.67665"
"2005M10","Swiss franc","National currency","Value at the end of the period","1.5455"
"2005M10","US dollar","National currency","Value at the end of the period","1.2023"
"2005M11","Pound sterling","National currency","Value at the end of the period","0.68215"
"2005M11","Swiss franc","National currency","Value at the end of the period","1.5485"
"2005M11","US dollar","National currency","Value at the end of the period","1.1769"
"2005M12","Pound sterling","National currency","Value at the end of the period","0.68530"
"2005M12","Swiss franc","National currency","Value at the end of the period","1.5551"
"2005M12","US dollar","National currency","Value at the end of the period","1.1797"
"2006M01","Pound sterling","National currency","Value at the end of the period","0.68430"
"2006M01","Swiss franc","National currency","Value at the end of the period","1.5547"
"2006M01","US dollar","National currency","Value at the end of the period","1.2118"
"2006M02","Pound sterling","National currency","Value at the end of the period","0.67960"
"2006M02","Swiss franc","National currency","Value at the end of the period","1.5661"
"2006M02","US dollar","National currency","Value at the end of the period","1.1875"
"2006M03","Pound sterling","National currency","Value at the end of the period","0.69640"
"2006M03","Swiss franc","National currency","Value at the end of the period","1.5801"
"2006M03","US dollar","National currency","Value at the end of the period","1.2104"
"2006M04","Pound sterling","National currency","Value at the end of the period","0.69420"
"2006M04","Swiss franc","National currency","Value at the end of the period","1.5713"
"2006M04","US dollar","National currency","Value at the end of the period","1.2537"
"2006M05","Pound sterling","National currency","Value at the end of the period","0.68590"
"2006M05","Swiss franc","National currency","Value at the end of the period","1.5600"
"2006M05","US dollar","National currency","Value at the end of the period","1.2868"
"2006M06","Pound sterling","National currency","Value at the end of the period","0.69210"
"2006M06","Swiss franc","National currency","Value at the end of the period","1.5672"
"2006M06","US dollar","National currency","Value at the end of the period","1.2713"
"2006M07","Pound sterling","National currency","Value at the end of the period","0.68430"
"2006M07","Swiss franc","National currency","Value at the end of the period","1.5713"
"2006M07","US dollar","National currency","Value at the end of the period","1.2767"
"2006M08","Pound sterling","National currency","Value at the end of the period","0.67410"
"2006M08","Swiss franc","National currency","Value at the end of the period","1.5751"
"2006M08","US dollar","National currency","Value at the end of the period","1.2851"
"2006M09","Pound sterling","National currency","Value at the end of the period","0.67770"
"2006M09","Swiss franc","National currency","Value at the end of the period","1.5881"
"2006M09","US dollar","National currency","Value at the end of the period","1.2660"
"2006M10","Pound sterling","National currency","Value at the end of the period","0.66850"
"2006M10","Swiss franc","National currency","Value at the end of the period","1.5887"
"2006M10","US dollar","National currency","Value at the end of the period","1.2696"
"2006M11","Pound sterling","National currency","Value at the end of the period","0.67425"
"2006M11","Swiss franc","National currency","Value at the end of the period","1.5916"
"2006M11","US dollar","National currency","Value at the end of the period","1.3200"
"2006M12","Pound sterling","National currency","Value at the end of the period","0.67150"
"2006M12","Swiss franc","National currency","Value at the end of the period","1.6069"
"2006M12","US dollar","National currency","Value at the end of the period","1.3170"
"2007M01","Pound sterling","National currency","Value at the end of the period","0.66325"
"2007M01","Swiss franc","National currency","Value at the end of the period","1.6214"
"2007M01","US dollar","National currency","Value at the end of the period","1.2954"
"2007M02","Pound sterling","National currency","Value at the end of the period","0.67365"
"2007M02","Swiss franc","National currency","Value at the end of the period","1.6136"
"2007M02","US dollar","National currency","Value at the end of the period","1.3211"
"2007M03","Pound sterling","National currency","Value at the end of the period","0.67980"
"2007M03","Swiss franc","National currency","Value at the end of the period","1.6247"
"2007M03","US dollar","National currency","Value at the end of the period","1.3318"
"2007M04","Pound sterling","National currency","Value at the end of the period","0.68270"
"2007M04","Swiss franc","National currency","Value at the end of the period","1.6458"
"2007M04","US dollar","National currency","Value at the end of the period","1.3605"
"2007M05","Pound sterling","National currency","Value at the end of the period","0.68005"
"2007M05","Swiss franc","National currency","Value at the end of the period","1.6477"
"2007M05","US dollar","National currency","Value at the end of the period","1.3453"
"2007M06","Pound sterling","National currency","Value at the end of the period","0.67400"
"2007M06","Swiss franc","National currency","Value at the end of the period","1.6553"
"2007M06","US dollar","National currency","Value at the end of the period","1.3505"
"2007M07","Pound sterling","National currency","Value at the end of the period","0.67400"
"2007M07","Swiss franc","National currency","Value at the end of the period","1.6519"
"2007M07","US dollar","National currency","Value at the end of the period","1.3707"
"2007M08","Pound sterling","National currency","Value at the end of the period","0.67795"
"2007M08","Swiss franc","National currency","Value at the end of the period","1.6451"
"2007M08","US dollar","National currency","Value at the end of the period","1.3705"
"2007M09","Pound sterling","National currency","Value at the end of the period","0.69680"
"2007M09","Swiss franc","National currency","Value at the end of the period","1.6601"
"2007M09","US dollar","National currency","Value at the end of the period","1.4179"
"2007M10","Pound sterling","National currency","Value at the end of the period","0.69730"
"2007M10","Swiss franc","National currency","Value at the end of the period","1.6762"
"2007M10","US dollar","National currency","Value at the end of the period","1.4447"
"2007M11","Pound sterling","National currency","Value at the end of the period","0.71455"
"2007M11","Swiss franc","National currency","Value at the end of the period","1.6541"
"2007M11","US dollar","National currency","Value at the end of the period","1.4761"
"2007M12","Pound sterling","National currency","Value at the end of the period","0.73335"
"2007M12","Swiss franc","National currency","Value at the end of the period","1.6547"
"2007M12","US dollar","National currency","Value at the end of the period","1.4721"
"2008M01","Pound sterling","National currency","Value at the end of the period","0.74770"
"2008M01","Swiss franc","National currency","Value at the end of the period","1.6051"
"2008M01","US dollar","National currency","Value at the end of the period","1.4870"
"2008M02","Pound sterling","National currency","Value at the end of the period","0.76520"
"2008M02","Swiss franc","National currency","Value at the end of the period","1.5885"
"2008M02","US dollar","National currency","Value at the end of the period","1.5167"
"2008M03","Pound sterling","National currency","Value at the end of the period","0.79580"
"2008M03","Swiss franc","National currency","Value at the end of the period","1.5738"
"2008M03","US dollar","National currency","Value at the end of the period","1.5812"
"2008M04","Pound sterling","National currency","Value at the end of the period","0.79015"
"2008M04","Swiss franc","National currency","Value at the end of the period","1.6147"
"2008M04","US dollar","National currency","Value at the end of the period","1.5540"
"2008M05","Pound sterling","National currency","Value at the end of the period","0.78600"
"2008M05","Swiss franc","National currency","Value at the end of the period","1.6276"
"2008M05","US dollar","National currency","Value at the end of the period","1.5508"
"2008M06","Pound sterling","National currency","Value at the end of the period","0.79225"
"2008M06","Swiss franc","National currency","Value at the end of the period","1.6056"
"2008M06","US dollar","National currency","Value at the end of the period","1.5764"
"2008M07","Pound sterling","National currency","Value at the end of the period","0.78895"
"2008M07","Swiss franc","National currency","Value at the end of the period","1.6354"
"2008M07","US dollar","National currency","Value at the end of the period","1.5611"
"2008M08","Pound sterling","National currency","Value at the end of the period","0.80500"
"2008M08","Swiss franc","National currency","Value at the end of the period","1.6164"
"2008M08","US dollar","National currency","Value at the end of the period","1.4735"
"2008M09","Pound sterling","National currency","Value at the end of the period","0.79030"
"2008M09","Swiss franc","National currency","Value at the end of the period","1.5774"
"2008M09","US dollar","National currency","Value at the end of the period","1.4303"
"2008M10","Pound sterling","National currency","Value at the end of the period","0.78690"
"2008M10","Swiss franc","National currency","Value at the end of the period","1.4686"
"2008M10","US dollar","National currency","Value at the end of the period","1.2757"
"2008M11","Pound sterling","National currency","Value at the end of the period","0.82990"
"2008M11","Swiss franc","National currency","Value at the end of the period","1.5455"
"2008M11","US dollar","National currency","Value at the end of the period","1.2727"
"2008M12","Pound sterling","National currency","Value at the end of the period","0.95250"
"2008M12","Swiss franc","National currency","Value at the end of the period","1.4850"
"2008M12","US dollar","National currency","Value at the end of the period","1.3917"
"2009M01","Pound sterling","National currency","Value at the end of the period","0.89785"
"2009M01","Swiss franc","National currency","Value at the end of the period","1.4871"
"2009M01","US dollar","National currency","Value at the end of the period","1.2816"
"2009M02","Pound sterling","National currency","Value at the end of the period","0.89310"
"2009M02","Swiss franc","National currency","Value at the end of the period","1.4841"
"2009M02","US dollar","National currency","Value at the end of the period","1.2644"
"2009M03","Pound sterling","National currency","Value at the end of the period","0.93080"
"2009M03","Swiss franc","National currency","Value at the end of the period","1.5152"
"2009M03","US dollar","National currency","Value at the end of the period","1.3308"
"2009M04","Pound sterling","National currency","Value at the end of the period","0.89335"
"2009M04","Swiss franc","National currency","Value at the end of the period","1.5066"
"2009M04","US dollar","National currency","Value at the end of the period","1.3275"
"2009M05","Pound sterling","National currency","Value at the end of the period","0.87290"
"2009M05","Swiss franc","National currency","Value at the end of the period","1.5128"
"2009M05","US dollar","National currency","Value at the end of the period","1.4098"
"2009M06","Pound sterling","National currency","Value at the end of the period","0.85210"
"2009M06","Swiss franc","National currency","Value at the end of the period","1.5265"
"2009M06","US dollar","National currency","Value at the end of the period","1.4134"
"2009M07","Pound sterling","National currency","Value at the end of the period","0.85560"
"2009M07","Swiss franc","National currency","Value at the end of the period","1.5317"
"2009M07","US dollar","National currency","Value at the end of the period","1.4138"
"2009M08","Pound sterling","National currency","Value at the end of the period","0.88135"
"2009M08","Swiss franc","National currency","Value at the end of the period","1.5168"
"2009M08","US dollar","National currency","Value at the end of the period","1.4272"
"2009M09","Pound sterling","National currency","Value at the end of the period","0.90930"
"2009M09","Swiss franc","National currency","Value at the end of the period","1.5078"
"2009M09","US dollar","National currency","Value at the end of the period","1.4643"
"2009M10","Pound sterling","National currency","Value at the end of the period","0.89375"
"2009M10","Swiss franc","National currency","Value at the end of the period","1.5123"
"2009M10","US dollar","National currency","Value at the end of the period","1.4800"
"2009M11","Pound sterling","National currency","Value at the end of the period","0.91155"
"2009M11","Swiss franc","National currency","Value at the end of the period","1.5071"
"2009M11","US dollar","National currency","Value at the end of the period","1.5023"
"2009M12","Pound sterling","National currency","Value at the end of the period","0.88810"
"2009M12","Swiss franc","National currency","Value at the end of the period","1.4836"
"2009M12","US dollar","National currency","Value at the end of the period","1.4406"
"2010M01","Pound sterling","National currency","Value at the end of the period","0.86655"
"2010M01","Swiss franc","National currency","Value at the end of the period","1.4662"
"2010M01","US dollar","National currency","Value at the end of the period","1.3966"
"2010M02","Pound sterling","National currency","Value at the end of the period","0.89270"
"2010M02","Swiss franc","National currency","Value at the end of the period","1.4638"
"2010M02","US dollar","National currency","Value at the end of the period","1.3570"
"2010M03","Pound sterling","National currency","Value at the end of the period","0.88980"
"2010M03","Swiss franc","National currency","Value at the end of the period","1.4276"
"2010M03","US dollar","National currency","Value at the end of the period","1.3479"
"2010M04","Pound sterling","National currency","Value at the end of the period","0.87030"
"2010M04","Swiss franc","National currency","Value at the end of the period","1.4341"
"2010M04","US dollar","National currency","Value at the end of the period","1.3315"
"2010M05","Pound sterling","National currency","Value at the end of the period","0.84863"
"2010M05","Swiss franc","National currency","Value at the end of the period","1.4230"
"2010M05","US dollar","National currency","Value at the end of the period","1.2307"
"2010M06","Pound sterling","National currency","Value at the end of the period","0.81745"
"2010M06","Swiss franc","National currency","Value at the end of the period","1.3283"
"2010M06","US dollar","National currency","Value at the end of the period","1.2271"
"2010M07","Pound sterling","National currency","Value at the end of the period","0.83490"
"2010M07","Swiss franc","National currency","Value at the end of the period","1.3541"
"2010M07","US dollar","National currency","Value at the end of the period","1.3028"
"2010M08","Pound sterling","National currency","Value at the end of the period","0.82480"
"2010M08","Swiss franc","National currency","Value at the end of the period","1.2935"
"2010M08","US dollar","National currency","Value at the end of the period","1.2680"
"2010M09","Pound sterling","National currency","Value at the end of the period","0.85995"
"2010M09","Swiss franc","National currency","Value at the end of the period","1.3287"
"2010M09","US dollar","National currency","Value at the end of the period","1.3648"
"2010M10","Pound sterling","National currency","Value at the end of the period","0.86860"
"2010M10","Swiss franc","National currency","Value at the end of the period","1.3708"
"2010M10","US dollar","National currency","Value at the end of the period","1.3857"
"2010M11","Pound sterling","National currency","Value at the end of the period","0.83765"
"2010M11","Swiss franc","National currency","Value at the end of the period","1.2990"
"2010M11","US dollar","National currency","Value at the end of the period","1.2998"
"2010M12","Pound sterling","National currency","Value at the end of the period","0.86075"
"2010M12","Swiss franc","National currency","Value at the end of the period","1.2504"
"2010M12","US dollar","National currency","Value at the end of the period","1.3362"
"2011M01","Pound sterling","National currency","Value at the end of the period","0.86090"
"2011M01","Swiss franc","National currency","Value at the end of the period","1.2891"
"2011M01","US dollar","National currency","Value at the end of the period","1.3692"
"2011M02","Pound sterling","National currency","Value at the end of the period","0.85280"
"2011M02","Swiss franc","National currency","Value at the end of the period","1.2840"
"2011M02","US dollar","National currency","Value at the end of the period","1.3834"
"2011M03","Pound sterling","National currency","Value at the end of the period","0.88370"
"2011M03","Swiss franc","National currency","Value at the end of the period","1.3005"
"2011M03","US dollar","National currency","Value at the end of the period","1.4207"
"2011M04","Pound sterling","National currency","Value at the end of the period","0.89170"
"2011M04","Swiss franc","National currency","Value at the end of the period","1.2867"
"2011M04","US dollar","National currency","Value at the end of the period","1.4860"
"2011M05","Pound sterling","National currency","Value at the end of the period","0.87205"
